cycle,component,file_label,module,data_url,doc_url,size_kb,date_published,downloadable
1999-2000,Questionnaire,Early Childhood,ECQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,462.3,June 2002,True
1999-2000,Questionnaire,Food Security,FSQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/FSQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/FSQ.htm,1228.8,November 2004,True
1999-2000,Questionnaire,Health Insurance,HIQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/HIQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/HIQ.htm,780.6,July 2004,True
1999-2000,Questionnaire,Hospital Utilization & Access to Care,HUQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/HUQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/HUQ.htm,780.6,June 2002,True
1999-2000,Questionnaire,Housing Characteristics,HOQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/HOQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/HOQ.htm,1331.2,July 2004,True
1999-2000,Questionnaire,Immunization,IMQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/IMQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/IMQ.htm,312.7,June 2002,True
1999-2000,Questionnaire,Kidney Conditions,KIQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/KIQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/KIQ.htm,804.2,June 2002,True
1999-2000,Questionnaire,Medical Conditions,MCQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/MCQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/MCQ.htm,12390.4,Updated August 2006,True
1999-2000,Questionnaire,Mental Health - Depression,CIQMDEP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQMDEP.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQMDEP.htm,1126.4,Updated March 2006,True
1999-2000,Questionnaire,Mental Health - Generalized Anxiety Disorder,CIQGAD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQGAD.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQGAD.htm,765.2,Updated March 2006,True
1999-2000,Questionnaire,Mental Health - Panic Disorder,CIQPANIC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,1228.8,Updated March 2006,True
1999-2000,Questionnaire,Miscellaneous Pain,MPQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/MPQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/MPQ.htm,2252.8,June 2002,True
1999-2000,Questionnaire,Occupation,OCQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OCQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OCQ.htm,2048.0,January 2008,True
1999-2000,Questionnaire,Oral Health,OHQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OHQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OHQ.htm,1012.2,January 2004,True
1999-2000,Questionnaire,Osteoporosis,OSQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OSQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OSQ.htm,2048.0,Updated August 2006,True
1999-2000,Questionnaire,Pesticide Use,PUQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,1126.4,July 2004,True
1999-2000,Questionnaire,Physical Activity,PAQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PAQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PAQ.htm,1536.0,Updated September 2004,True
1999-2000,Questionnaire,Physical Activity - Individual Activities,PAQIAF,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PAQIAF.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PAQIAF.htm,508.5,Updated September 2004,True
1999-2000,Questionnaire,Physical Functioning,PFQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PFQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PFQ.htm,6860.8,June 2002,True
1999-2000,Questionnaire,Prescription Medications,RXQ_RX,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/RXQ_RX.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/RXQ_RX.htm,3072.0,Updated June 2009,True
1999-2000,Questionnaire,Prescription Medications - Drug Information,RXQ_DRUG,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1988/DataFiles/RXQ_DRUG.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1988/DataFiles/RXQ_DRUG.htm,3276.8,Updated September 2021,True
1999-2000,Questionnaire,Reproductive Health,RHQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/RHQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/RHQ.htm,2560.0,Updated September 2004,True
1999-2000,Questionnaire,Respiratory Health,RDQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/RDQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/RDQ.htm,1433.6,June 2002,True
1999-2000,Questionnaire,Sexual Behavior,SXQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SXQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SXQ.htm,402.3,June 2002,True
1999-2000,Questionnaire,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,SMQMEC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SMQMEC.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SMQMEC.htm,2252.8,June 2002,True
1999-2000,Questionnaire,Smoking - Cigarette/Tobacco Use - Adult,SMQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SMQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SMQ.htm,1740.8,Updated February 2003,True
1999-2000,Questionnaire,Smoking - Household Smokers,SMQFAM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SMQFAM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SMQFAM.htm,702.7,Updated July 2004,True
1999-2000,Questionnaire,Social Support,SSQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSQ.htm,290.0,June 2002,True
1999-2000,Questionnaire,Tuberculosis,TBQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/TBQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/TBQ.htm,520.9,June 2002,True
1999-2000,Questionnaire,Vision,VIQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/VIQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/VIQ.htm,229.2,February 2005,True
1999-2000,Questionnaire,Weight History,WHQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/WHQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/WHQ.htm,2048.0,June 2002,True
1999-2000,LimitedAccess,Alcohol Use - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ALQYTH.htm,,January 2007,False
1999-2000,LimitedAccess,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/L06_2_00.htm,,October 2008,False
1999-2000,LimitedAccess,California - Demographic Variables & Sample Weights,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CDEMO_AD.htm,,January 2016,False
1999-2000,LimitedAccess,Chlamydia & Gonorrhea - Urine - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/L05RDC_A.htm,,June 2009,False
1999-2000,LimitedAccess,"Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/L13_2_R.htm,,September 2010,False
1999-2000,LimitedAccess,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/L25_2_R.htm,,August 2010,False
1999-2000,LimitedAccess,"C-Reactive Protein & Others, Second Exam",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/L11_2_R.htm,,July 2010,False
1999-2000,LimitedAccess,"Creatinine & Albumin - Urine, Second Exam",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/L16_2_R.htm,,September 2010,False
1999-2000,LimitedAccess,DNAm - Normalized and Pre-Processed,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DNMEPI_R.htm,,July 2024,False
1999-2000,LimitedAccess,"Dual-Energy X-ray Absorptiometry - Whole Body, Second Exam",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/DXX_2_00.htm,,June 2010,False
1999-2000,LimitedAccess,"Geocoded Data, NHANES 1999-2016, Census 2000",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/GEO_2000.htm,,March 2018,False
1999-2000,LimitedAccess,"Geocoded Data, NHANES 1999-2018, Census 2010",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/GEO_2010.htm,,Updated July 2021,False
1999-2000,LimitedAccess,"Geocoded Data, NHANES 1999-March 2020, Census 2020",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/GEO_2020.htm,,October 2023,False
1999-2000,LimitedAccess,"Glycohemoglobin, Plasma Glucose, Serum C-peptide, & Insulin, Second Exam",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/L10_2_00.htm,,January 2010,False
1999-2000,LimitedAccess,Herpes Simplex Virus Type-2 - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/L09RDC_A.htm,,Updated May 2010,False
1999-2000,LimitedAccess,"Los Angeles County, California - Demographic Variables & Sample Weights",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LA_DEMO.htm,,August 2008,False
1999-2000,LimitedAccess,"Los Angeles County, California - Demographic Variables & Sample Weights",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LDEMO_AD.htm,,May 2015,False
1999-2000,LimitedAccess,"Measles, Rubella, & Varicella, Second Exam",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/L19_2_R.htm,,September 2010,False
1999-2000,LimitedAccess,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/YDQA.htm,,October 2006,False
1999-2000,LimitedAccess,Mental Health - Conduct Disorder - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/YCQ.htm,,January 2007,False
1999-2000,LimitedAccess,"Mental Health - Conduct Disorder - Youth, Parent Version",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/YDQC.htm,,October 2006,False
1999-2000,LimitedAccess,Mental Health - Eating Disorders - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/YDQE.htm,,October 2006,False
1999-2000,LimitedAccess,Mental Health - Elimination Disorders - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/YDQL.htm,,October 2006,False
1999-2000,LimitedAccess,Mental Health - Generalized Anxiety Disorder - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/YDQG.htm,,October 2006,False
1999-2000,LimitedAccess,Mental Health - Major Depression/Dysthymic Disorder - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/YDQD.htm,,October 2006,False
1999-2000,LimitedAccess,Mental Health - Panic Disorder - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/YDQP.htm,,October 2006,False
1999-2000,LimitedAccess,Mental Health Diagnostic Interview - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/YDQ.htm,,October 2006,False
1999-2000,LimitedAccess,Second Day Lab General Documentation,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/DOC_2000.htm,,March 2010,False
1999-2000,LimitedAccess,Sexual Behavior - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SXQYTH.htm,,September 2018,False
1999-2000,LimitedAccess,"Standard Biochemistry Profile & Hormones, Second Exam",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/L18_2_00.htm,,December 2008,False
1999-2000,LimitedAccess,"Vitamin A & Vitamin E, Second Exam",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/VIT_2_R.htm,,August 2010,False
2001-2002,Demographics,Demographic Variables & Sample Weights,DEMO_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DEMO_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DEMO_B.htm,3174.4,Updated September 2009,True
2001-2002,Dietary,Dietary Interview - Individual Foods,DRXIFF_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DRXIFF_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DRXIFF_B.htm,83763.2,Updated July 2010,True
2001-2002,Dietary,Dietary Interview - Total Nutrient Intakes,DRXTOT_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DRXTOT_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DRXTOT_B.htm,11673.6,Updated July 2010,True
2001-2002,Dietary,Dietary Interview Technical Support File - Food Code Format File,DRXFMT_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DRXFMT_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DRXFMT_B.htm,518.8,July 2010,True
2001-2002,Dietary,Dietary Supplement Database - Blend Information,DSBI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSBI.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSBI.htm,10240.0,February 2025,True
2001-2002,Dietary,Dietary Supplement Database - Ingredient Information,DSII,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSII.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSII.htm,84377.6,February 2025,True
2001-2002,Dietary,Dietary Supplement Database - Product Information,DSPI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSPI.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSPI.htm,6656.0,February 2025,True
2001-2002,Dietary,"Dietary Supplement Use 30-Day - File 1, Supplement Counts",DSQ1_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DSQ1_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DSQ1_B.htm,259.9,Updated October 2005,True
2001-2002,Dietary,"Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements",DSQ2_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DSQ2_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DSQ2_B.htm,2457.6,Updated October 2005,True
2001-2002,Examination,Audiometry,AUX_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/AUX_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/AUX_B.htm,1126.4,June 2005,True
2001-2002,Examination,Audiometry - Acoustic Reflex,AUXAR_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/AUXAR_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/AUXAR_B.htm,5427.2,January 2015,True
2001-2002,Examination,Audiometry - Tympanometry,AUXTYM_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/AUXTYM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/AUXTYM_B.htm,2764.8,February 2006,True
2001-2002,Examination,Balance,BAX_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/BAX_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/BAX_B.htm,576.1,February 2005,True
2001-2002,Examination,Bioelectrical Impedance Analysis,BIX_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/BIX_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/BIX_B.htm,5324.8,Updated December 2009,True
2001-2002,Examination,Blood Pressure,BPX_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/BPX_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/BPX_B.htm,2457.6,May 2004,True
2001-2002,Examination,Body Measures,BMX_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/BMX_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/BMX_B.htm,2150.4,May 2004,True
2001-2002,Examination,Cardiovascular Fitness,CVX_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/CVX_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/CVX_B.htm,2662.4,June 2004,True
2001-2002,Examination,Dual-Energy X-ray Absorptiometry - Whole Body,DXA,https://wwwn.cdc.gov/Nchs/Nhanes/Dxa/Dxa.aspx,https://wwwn.cdc.gov/Nchs/Nhanes/Dxa/Dxa.aspx,,Updated December 2016,True
2001-2002,Examination,"Dual-Energy X-ray Absorptiometry - Whole Body, Second Exam",DXX_2_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DXX_2_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/DXX_2_B.htm,389.5,June 2010,True
2001-2002,Examination,Lower Extremity Disease - Ankle Brachial Blood Pressure Index,LEXAB_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/LEXAB_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/LEXAB_B.htm,601.0,May 2004,True
2001-2002,Examination,Lower Extremity Disease - Peripheral Neuropathy,LEXPN_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/LEXPN_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/LEXPN_B.htm,1126.4,May 2004,True
2001-2002,Examination,Muscle Strength,MSX_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/MSX_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/MSX_B.htm,343.8,January 2004,True
2001-2002,Examination,Oral Health - Dentition,OHXDEN_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/OHXDEN_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/OHXDEN_B.htm,10240.0,Updated June 2006,True
2001-2002,Examination,Oral Health - Periodontal/Lower,OHXPRL_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/OHXPRL_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/OHXPRL_B.htm,9625.6,Updated June 2005,True
2001-2002,Examination,Oral Health - Periodontal/Upper,OHXPRU_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/OHXPRU_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/OHXPRU_B.htm,9625.6,Updated June 2005,True
2001-2002,Examination,Oral Health - Recommendation of Care,OHXREF_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/OHXREF_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/OHXREF_B.htm,1638.4,Updated May 2006,True
2001-2002,Examination,Vision,VIX_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/VIX_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/VIX_B.htm,3276.8,February 2005,True
2001-2002,Laboratory,Albumin & Creatinine - Urine,L16_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L16_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L16_B.htm,339.2,Updated May 2004,True
2001-2002,Laboratory,Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus),SSAMH_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/SSAMH_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/SSAMH_B.htm,13.4,Updated April 2022,True
2001-2002,Laboratory,Autoantibodies - Anti-DFS70 Autoantibody Analyses (Surplus),SSDFS_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSDFS_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSDFS_A.htm,7.2,July 2022,True
2001-2002,Laboratory,Autoantibodies - Immunofluorescence & Immunoprecipitation Analyses (Surplus),SSANA_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSANA_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSANA_A.htm,2457.6,Updated July 2022,True
2001-2002,Laboratory,Autoantibodies - Immunofluorescence Analyses (Surplus),SSANA2_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSANA2_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSANA2_A.htm,1843.2,Updated July 2022,True
2001-2002,Laboratory,Bacterial vaginosis (BV) & Trichomonas vaginalis,L34_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L34_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L34_B.htm,51.1,Updated October 2010,True
2001-2002,Laboratory,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),SSBFR_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/SSBFR_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/SSBFR_B.htm,12.0,July 2013,True
2001-2002,Laboratory,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",L06_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06_B.htm,1740.8,Updated May 2007,True
2001-2002,Laboratory,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",L06_2_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06_2_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06_2_B.htm,89.5,October 2008,True
2001-2002,Laboratory,Caffeine & Caffeine Metabolites - Urine (Surplus),SSCAFE_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/SSCAFE_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/SSCAFE_B.htm,707.7,December 2024,True
2001-2002,Laboratory,Cancer antigen CA125 and CA15.3 - Serum (Surplus),SSCA_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/SSCA_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/SSCA_B.htm,57.3,Updated August 2022,True
2001-2002,Laboratory,"Cancer antigen CA125, CA15.3 and HE4 IgG antibodies - Serum (Surplus)",SSCGA_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/SSCGA_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/SSCGA_B.htm,132.3,August 2022,True
2001-2002,Laboratory,Chlamydia & Gonorrhea - Urine,L05_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L05_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L05_B.htm,57.7,May 2004,True
2001-2002,Laboratory,Cholesterol - LDL & Triglycerides,L13AM_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L13AM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L13AM_B.htm,245.9,Updated March 2007,True
2001-2002,Laboratory,Cholesterol - Total & HDL,L13_B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L13_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L13_B.htm,363.2,Updated April 2010,True
